address,city,zip,property_type,sold_date,price,sqft,sqft_imputed,price_per_sqft,beds,baths,year_built,lot_size,days_on_market,lat,lon,url,emb_00,emb_01,emb_02,emb_03,emb_04,emb_05,emb_06,emb_07,emb_08,emb_09,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,ndvi_50m,ndvi_100m,ndvi_200m,dist_main_road_m,dist_park_m,dist_school_m,dist_transit_m,dist_commercial_m,road_density_300m,police_district,patrol,violent_crime_ytd,total_crime_ytd,violent_crime_rate,total_crime_rate,dist_nearest_school_m,schools_1km,walk_score,transit_score,bike_score,GEOID,pop_total,median_age,median_hh_income,pop_bachelors,pop_masters,pop_doctorate,pop_no_schooling,pop_labor_force,pop_unemployed,housing_units_total,housing_units_occupied,owner_occupied,renter_occupied,median_gross_rent,median_home_value,median_year_built,commuters_total,commute_car,commute_transit,pop_white,pop_black,pop_asian,pct_owner_occupied,pct_college_plus,unemployment_rate,pct_renter
4700 Gravois Ave,Saint Louis,63116.0,Single Family Residential,January-31-2022,299900,4330.0,False,69.26096997690532,9.0,5.5,1915.0,4757.0,,38.582365,-90.2653719,https://www.redfin.com/MO/Saint-Louis/4700-Gravois-Ave-63116/home/93766619,0.0177179487259637,-0.3225201481805936,0.0254184642102366,-0.0469198934956126,0.1624972928756705,-0.0479940488759759,-0.0840082295693044,-0.1497580769080712,-0.1572360418443946,-0.0780771308571261,0.0475941130937676,-0.0846590094650967,-0.1333571010014795,-0.2079478205530434,-0.208540289981653,-0.0859291033344089,0.0374033997976488,0.1814813979113331,-0.022692561300517,0.0533212152704635,-0.0480228934968724,-0.0697557747822675,-0.1424667420825049,-0.0760886047529147,-0.0499421963907492,0.3017876136064843,0.0342261958141189,0.0345452663584844,-0.0107566030985738,-0.0505863298265602,-0.0639847354964585,-0.0832076823711268,-0.0221327935765233,-0.0390678511513123,0.0901760010602817,-0.1017868848525725,-0.1339026728387211,-0.1340533947882719,0.0403328310883675,0.1601516620474012,-0.0805484436596158,-0.0983960357136027,0.1389883992807982,0.05463450499166,0.1615630606713302,0.059279264313188,-0.0070210411589384,0.0616392425835607,0.1551725017513882,-0.1628105135349872,0.0198900979311852,0.0632450586869216,-0.1568266136957979,0.1012986085163182,0.2038326979327809,-0.1118476032122501,0.1139847963269884,0.1179539591699848,0.0705271662164101,-0.0329307534027799,0.0463298153073538,-0.0419324341800549,-0.2257934633020879,0.061504388934076,0.2005007678736746,0.2029431196885598,0.2318903467992965,37.808065557109344,380.860936037919,377.1933288988461,66.4737183189001,102.24518967888804,5926.385926077672,1,South,197,781,3.7884615384615374,15.019230769230768,377.1933288988461,2,82.0,38.0,69.0,295101153004,893.0,32.0,49086.0,49.0,12.0,0.0,0.0,603.0,0.0,610.0,544.0,309.0,235.0,1065.0,78500.0,1938.0,590.0,334.0,0.0,462.0,310.0,91.0,56.80147058823529,6.83090705487122,0.0,43.19852941176471
5095 Waterman Blvd,Saint Louis,63108.0,Single Family Residential,July-29-2021,375000,4092.0,False,91.64222873900292,6.0,5.5,1907.0,9322.0,,38.6487964,-90.2674665,https://www.redfin.com/MO/Saint-Louis/5095-Waterman-Blvd-63108/home/93745955,-0.0131329435908048,-0.2939071480297448,0.0569308323216704,0.0027562874625118,0.1044837619367118,-0.0670003589705927,-0.0677008695888108,-0.1104845480715587,-0.0452479470247884,-0.1862706242489358,0.1189147296539921,-0.1136528875648063,-0.1775983120130481,-0.1809699744544784,-0.1602111011742773,0.0526763705158522,-0.0413582584804169,0.1607135164699583,-0.0143117694646009,0.0716923942551201,-0.0339769223803349,0.0076136345415921,-0.0829156801561584,0.0216210448186648,-0.0021117425838218,0.2991994586355883,-0.0229292537837301,-0.0352819334805038,0.0427647418717703,-0.0452770937593061,-0.0817139971414084,-0.0929214404312395,-0.1045798697304217,0.0147972464174216,0.1210918984853762,-0.1122759875654374,-0.1792347762606655,-0.1120631979015372,-0.0158298504828206,-0.0044580395717952,-0.1851205136000248,-0.0638685781846933,0.1815077096463429,0.073196225008382,0.1232837203240421,0.1332971084781766,0.0463198610121097,0.0230539511346077,0.2236984181901564,-0.188792787454267,-0.052368622539341,0.0019018411577309,-0.1783322393428583,0.1437073455945365,0.2653885708662898,-0.0752362962647032,0.1308310171486027,0.1129118277592818,0.0618224841137455,0.042136283217971,0.0785347359122446,-0.0497713504645079,-0.1623788723314855,-0.0139452666822646,0.3971444172756395,0.4616772179097345,0.4868581397469346,379.3814839578023,1000.2588807020852,405.9365367644693,47.8132140368549,377.61277966000887,1481.6442211702106,3,Central,216,761,3.9272727272727272,13.836363636363636,405.9365367643255,2,77.0,45.0,62.0,295101121001,1404.0,39.9,59985.0,693.0,153.0,77.0,6.0,906.0,36.0,835.0,780.0,307.0,473.0,1219.0,527000.0,1938.0,870.0,677.0,0.0,1099.0,267.0,0.0,39.35897435897436,65.74074074074075,3.9735099337748347,60.641025641025635
37 Kingsbury Pl,Saint Louis,63112.0,Single Family Residential,January-27-2023,575000,6009.0,False,95.68979863538026,8.0,5.5,1907.0,11099.0,,38.65116,-90.2795389,https://www.redfin.com/MO/Saint-Louis/37-Kingsbury-Pl-63112/home/93763722,0.0007033968212821,-0.3165407459240589,0.0356631559621223,-0.0049442807145784,0.114925771753192,-0.0776327993833579,-0.0633981151240443,-0.0801207214324026,-0.0554830490402447,-0.1730438369977735,0.1020802246230717,-0.1270403717840013,-0.1795869804851099,-0.1646089477765637,-0.1611401236614216,0.0365000213977908,-0.0583764005822265,0.1691711344858525,-0.0110569162822554,0.082120105578032,-0.0335668027174761,-0.0131989628149773,-0.0775651094198389,-0.001464638597084,0.0090587093889333,0.2917157185590468,-0.0333088973986817,-0.0172415930288252,0.0439707677804659,-0.0545363180282979,-0.0854814972059393,-0.081747890498721,-0.0926106694721009,0.0166373712729727,0.1243547406955783,-0.1067551262377595,-0.1841347844266392,-0.1377569252704451,0.0146081675913973,0.0073675409504423,-0.1829817323393739,-0.0717664737670629,0.1806283946824965,0.0775468881281913,0.1015500989002668,0.1249654969209534,0.0599126229332238,0.0314027498187452,0.1982252782177933,-0.1978482428391686,-0.045420112999452,0.0025721409377768,-0.1831440047972989,0.1473666182647518,0.2564143280667889,-0.0788600760550797,0.1229897554841859,0.1320557863982669,0.0632692196995504,0.0379400061360584,0.0713208297895819,-0.070474265460474,-0.1644094994320736,-0.0149849323912612,0.4475432790275204,0.4953417542250714,0.4792425936390412,321.38483863097724,385.2666297324103,520.3018026358271,312.42089910497646,625.2719610302742,743.5724493443029,3,Central,216,761,3.9272727272727272,13.836363636363636,520.3018026358271,3,56.0,54.0,76.0,295101121002,1497.0,39.3,76429.0,411.0,225.0,129.0,7.0,1010.0,10.0,984.0,830.0,362.0,468.0,1148.0,222900.0,1938.0,972.0,568.0,149.0,815.0,328.0,90.0,43.6144578313253,51.10220440881763,0.9900990099009901,56.3855421686747
6170 Colorado Ave,Saint Louis,63111.0,Single Family Residential,November-22-2022,350000,4170.0,False,83.93285371702638,3.0,5.5,2003.0,11609.0,,38.5616991,-90.2544718,https://www.redfin.com/MO/Saint-Louis/6170-Colorado-Ave-63111/home/93787116,-0.0182159794987928,-0.3252369443267804,0.0474779517581504,0.0147218352035945,0.1371018700290415,0.0040641437629461,-0.0859766763639844,-0.07549620243168,-0.0867079671801994,-0.1559894923235712,0.0540625752984632,-0.1513406354162397,-0.1563103659012208,-0.1935840813063389,-0.1561954966823547,0.0115394901147364,-0.0523365053525687,0.1625904743821247,-0.0282742043996622,0.0907644881256019,-0.0674140579429093,-0.04955342047346,-0.0901982364711374,-0.017604541089311,0.0094686650070916,0.3351451194998526,0.0284222163430506,-0.0485548839798041,0.0290479181822056,-0.04144012783906,-0.1131310651716146,-0.070437916251933,-0.1492644622236092,0.0247692387142938,0.0638871621984135,-0.0792365140244666,-0.0908938854647816,-0.150418213854091,0.0041963058004045,0.0907523017442978,-0.0961487834271606,-0.0455421411616612,0.180441086200903,0.0526046888171213,0.1373136051069305,0.1192085740400561,0.0434460967664768,0.0159936703917923,0.161747794740918,-0.208787354370582,-0.0251343694461577,0.036453020701625,-0.1630858929416101,0.1497318708739649,0.2332282939190771,-0.0917950014012193,0.1154063959372045,0.1403571613416463,0.0436073377843068,0.0630280141301938,0.0348643685548068,-0.0419218607100093,-0.1423015422450826,0.0002960354082474,0.4242282476027888,0.4867293507564604,0.458590162941363,646.8190918608825,1010.8722094747164,761.2559351473742,542.3526939317483,501.3456698825158,7137.634758897376,1,South,197,781,3.7884615384615374,15.019230769230768,761.2559351473742,1,59.0,40.0,55.0,295101014001,612.0,34.2,44750.0,79.0,72.0,0.0,0.0,257.0,0.0,427.0,293.0,122.0,171.0,783.0,145300.0,1938.0,234.0,194.0,19.0,279.0,155.0,0.0,41.63822525597269,24.673202614379086,0.0,58.36177474402731
7 Portland Pl,Saint Louis,63108.0,Single Family Residential,August-31-2022,1975000,5700.0,False,346.49122807017545,5.0,5.5,1927.0,40158.0,,38.6473201,-90.2656593,https://www.redfin.com/MO/Saint-Louis/7-Portland-Pl-63108/home/62731987,-0.0127217720351465,-0.2955430011585724,0.0506675418057398,0.0206229814841633,0.1028412535956692,-0.0638193455417947,-0.0590621123741401,-0.079822178866153,-0.0494167852987424,-0.1839488359693434,0.1208471974393934,-0.1277640390781804,-0.1815825709365734,-0.1734004507107049,-0.1425062802623802,0.0630085276876548,-0.0554946387676538,0.1423048018081867,-0.0242390101634318,0.0820045920876997,-0.0278217475048335,-0.020114842687849,-0.0816834414636804,0.0064230889474575,0.0127085356617123,0.2925537948247037,-0.0310303002992379,-0.042991978492146,0.0432098234726263,-0.0370095271519566,-0.080646572425797,-0.0831452491930287,-0.1044070872731776,0.0268916722200637,0.103937713342465,-0.0904949566596081,-0.1644313945825129,-0.1293981798016182,-0.0251854769587775,0.0066932254389844,-0.1781924801789393,-0.0426983031663706,0.1836870465016182,0.0744613560162442,0.108686046803563,0.1411308645700663,0.0527826520469321,0.0212662080594123,0.212122863310841,-0.1914834046124207,-0.0624238383928442,0.0096768504341275,-0.1820622115929969,0.1543212066475018,0.2613000062755047,-0.0699781747567412,0.128052504044065,0.1308309311057827,0.06081778455276,0.059029024544663,0.0716042087598114,-0.0755011120265679,-0.1589724248147579,-0.0177135928366819,0.5857870109853863,0.5382917502398663,0.5004781952554783,152.16094240384294,868.9009583509581,661.2750701548475,175.69057232207038,312.41745006939493,1936.814191167072,3,Central,216,761,3.9272727272727272,13.836363636363636,661.2750701544628,2,78.0,43.0,60.0,295101121001,1404.0,39.9,59985.0,693.0,153.0,77.0,6.0,906.0,36.0,835.0,780.0,307.0,473.0,1219.0,527000.0,1938.0,870.0,677.0,0.0,1099.0,267.0,0.0,39.35897435897436,65.74074074074075,3.9735099337748347,60.641025641025635
42 Westmoreland Pl,Saint Louis,63108.0,Single Family Residential,June-26-2026,1995000,6932.0,False,287.79572994806693,6.0,5.5,1906.0,19000.0,,38.6458084,-90.2720954,https://www.redfin.com/MO/Saint-Louis/42-Westmoreland-Pl-63108/home/93745420,-0.0272295665118032,-0.3012673386054006,0.0426424511045321,0.0121458631442816,0.0905678424040084,-0.09885882908555,-0.0717727078753703,-0.0654124542310073,-0.0402415823861553,-0.1873178314817147,0.1230349012473166,-0.1273784970681302,-0.1766852753182452,-0.1650825721810179,-0.1433480473509192,0.0637728892377019,-0.0872387830002689,0.1449839769209522,-0.0370535007569609,0.0756471816150272,-0.0321506726908601,0.0028566285104982,-0.0911392083230444,0.0230821377309781,0.0060048460102116,0.2731822290031531,-0.0563634178227317,-0.0390530715308831,0.0644896710276674,-0.0355877527258991,-0.0875671161266077,-0.0826219910789405,-0.1128463518700566,0.0250119554391691,0.0891492917336758,-0.0843266252882517,-0.1615534177721484,-0.1407458045895358,-0.0006509601720171,-0.0167156619693642,-0.1865731030094175,-0.0346145451161062,0.1957914057790956,0.0729766388064359,0.0978383314464853,0.1371222562163035,0.0665568834781703,0.0169143561955912,0.2216414511274849,-0.2126876755584207,-0.0771226736222213,0.0151665323886044,-0.1594184347873357,0.160970294910303,0.2419110090981115,-0.0441237538230445,0.1255327799993586,0.1286690282665609,0.0518719196765122,0.0597880063804827,0.0544180080265514,-0.0850514908943771,-0.1418724417793349,-0.0186279777393542,0.5567978253495067,0.5332260471170642,0.5380178506597094,145.53970967267125,1216.9543018790885,501.7434665821003,183.22438257704096,406.7632112274349,1953.5692624025637,3,Central,216,761,3.9272727272727272,13.836363636363636,501.7434665811935,1,61.0,49.0,78.0,295101121001,1404.0,39.9,59985.0,693.0,153.0,77.0,6.0,906.0,36.0,835.0,780.0,307.0,473.0,1219.0,527000.0,1938.0,870.0,677.0,0.0,1099.0,267.0,0.0,39.35897435897436,65.74074074074075,3.9735099337748347,60.641025641025635
1100 Dolman St,Saint Louis,63104.0,Single Family Residential,October-23-2024,1068000,3300.0,False,323.6363636363636,4.0,5.5,2014.0,5227.0,,38.6192219,-90.2089886,https://www.redfin.com/MO/Saint-Louis/1100-Dolman-St-63104/home/143286329,0.0325701270823717,-0.3329861440350319,0.038194348457269,-0.051185064696014,0.1350639518230091,-0.0107291848268343,-0.0925206782765906,-0.1620114744037414,-0.132870541005297,-0.1093291865851127,0.0604071468713975,-0.1016251039144319,-0.1446026875833475,-0.2269111404330327,-0.1888698226524705,-0.0892064699719677,0.0337310134527009,0.1544299926550912,-0.0311964558589575,0.0692417725000368,-0.039879834309648,-0.0700751965921968,-0.1475905422752859,-0.0693402083317492,-0.0563873256245447,0.3144551911264652,0.0710799818322922,-0.0040466871850443,0.0152417690274093,-0.018493091808081,-0.0330954135159133,-0.0956412227616143,-0.0333875433112926,-0.0349253333810335,0.0915242032560789,-0.0631529712084451,-0.1442631267791187,-0.1122732107422959,0.0039713980588913,0.1234943696268493,-0.1024299311324129,-0.0778112001642996,0.1179472713189469,0.060829559175824,0.1715845913667438,0.0774669015912018,-0.0004603223322198,0.056944358457166,0.1426904465415518,-0.1462559417020099,-0.0049924171669942,0.045117231860267,-0.1902543543744808,0.0859419168236603,0.2265002113521376,-0.1206104757652405,0.1066284391415582,0.1010311465681096,0.0677656667358713,0.0230439483711722,0.0651994460557984,-0.0413063418731228,-0.2304603462846353,0.0634181228206371,0.257441697688596,0.2622379666376312,0.275816062747431,84.63187240995579,470.0631665586785,345.9358852420013,182.24494568895184,197.18631315004225,6994.180365976716,4,Central,349,1016,6.017241379310345,17.517241379310345,345.9358852411055,4,83.0,63.0,61.0,295101274002,957.0,34.5,55052.0,135.0,98.0,0.0,24.0,717.0,105.0,625.0,549.0,168.0,381.0,1087.0,251300.0,1990.0,612.0,513.0,62.0,341.0,585.0,7.0,30.601092896174865,24.346917450365726,14.644351464435147,69.39890710382514
33 Westmoreland Pl,Saint Louis,63108.0,Single Family Residential,July-22-2021,1095000,5300.0,False,206.60377358490567,5.0,5.0,1941.0,17816.0,,38.6463227,-90.2704175,https://www.redfin.com/MO/Saint-Louis/33-Westmoreland-Pl-63108/home/93746100,-0.0240082957624455,-0.2849763235060408,0.0438275951419388,0.0100940630356629,0.0908529384611958,-0.0930258878091598,-0.0635721038101767,-0.06602033157152,-0.044968960821718,-0.1875270960140797,0.1299640122909753,-0.131069148451715,-0.180777360234819,-0.1702170076891062,-0.1508949814526231,0.0640975796290173,-0.0830931231641457,0.1509343058369943,-0.0357363209489675,0.0765985137396844,-0.0280171874280515,0.0068518121243435,-0.085280140838936,0.0276751130440998,0.0204111170392894,0.2804494191020266,-0.0566470376559254,-0.0409098809434053,0.059624746177801,-0.0358263758061864,-0.0847891797796175,-0.0742457378458003,-0.1055957614912233,0.0230315307936574,0.1050931953683328,-0.1032284596580751,-0.1689266305580994,-0.1380898586343073,-0.0027685856942238,-0.0393828468591887,-0.1911356794628679,-0.0465473998347064,0.1948258807098813,0.0764263933145568,0.1083987070351334,0.1501301114858502,0.0686560202231688,0.0187074033653787,0.2319955416403955,-0.2011815361625962,-0.0803410460430939,0.0136042340674225,-0.1613903394035333,0.1601595795426015,0.2499996336034084,-0.0499975647318167,0.1316237751823535,0.1185512078758515,0.0604992612661469,0.057637421213305,0.0637531915917039,-0.0841800091896144,-0.1384651312713133,-0.0281201973206818,0.6060401568504344,0.5574797534172404,0.5378226144368128,241.93689910762248,1412.0460656703372,421.55856681111794,237.93445447314275,544.4872555246553,773.8549468308202,3,Central,216,761,3.9272727272727272,13.836363636363636,421.5585668102005,1,66.0,47.0,76.0,295101121001,1404.0,39.9,59985.0,693.0,153.0,77.0,6.0,906.0,36.0,835.0,780.0,307.0,473.0,1219.0,527000.0,1938.0,870.0,677.0,0.0,1099.0,267.0,0.0,39.35897435897436,65.74074074074075,3.9735099337748347,60.641025641025635
4509 Pershing Pl,Saint Louis,63108.0,Single Family Residential,June-3-2022,889000,5440.0,False,163.4191176470588,8.0,5.0,1907.0,9235.0,,38.64559,-90.2573101,https://www.redfin.com/MO/Saint-Louis/4509-Pershing-Pl-63108/home/93724700,0.0217854916132938,-0.3422101624336766,0.0317189486059279,0.0085679545850403,0.1404731316972056,-0.0741776188877832,-0.0716851844536182,-0.0902594848981044,-0.0852744338666623,-0.1204985273624773,0.093014023430799,-0.0759157204193052,-0.1562901813017175,-0.1871126614736431,-0.1759782591127576,-0.005163764400778,-0.0035825743577509,0.1665582442198642,-0.0160011838028049,0.0730770282831385,-0.0226418298015032,-0.0253541461653904,-0.1170182784006984,-0.0226889688600848,0.0046242231575646,0.3068499469091256,0.0068013449051049,0.0127861814425112,0.0216957124555736,-0.0628441021004479,-0.0806247087820105,-0.0885565184363757,-0.0730616013540841,0.002927619836549,0.1472626734017887,-0.1357813405619236,-0.173874089224427,-0.1295691314507321,0.0204033935859593,0.058751588383688,-0.1698888370242651,-0.0882475383028092,0.1850078911890214,0.0523227497795782,0.1312033217223855,0.1025106369278883,0.0094984552676021,0.0519909753320578,0.1924781973383773,-0.1528832523109712,-0.0274100149671111,0.0163932553002514,-0.1820371677443699,0.1238671851402846,0.2554636204603099,-0.1039742219814742,0.1333738195770273,0.1127778512657544,0.04927089394376,0.0039184601191902,0.0896454374279839,-0.0430593872886576,-0.1915167078788939,0.0175426459336957,0.5179063560430007,0.4064546694039833,0.3973707094156282,449.22682242278046,325.432424033825,407.1651843596185,70.45556005021797,416.643737293348,4531.145554819001,3,Central,216,761,3.9272727272727272,13.836363636363636,407.16518436014337,5,86.0,44.0,60.0,295101124002,1353.0,35.9,75000.0,297.0,185.0,134.0,0.0,899.0,0.0,1062.0,842.0,262.0,580.0,1122.0,353800.0,1938.0,894.0,384.0,91.0,983.0,18.0,224.0,31.116389548693586,45.52845528455284,0.0,68.88361045130641
3733 Washington Blvd,Saint Louis,63108.0,Single Family Residential,December-13-2024,1500000,7334.0,False,204.5268611944369,5.0,5.0,1883.0,10816.0,,38.6409025,-90.2342969,https://www.redfin.com/MO/Saint-Louis/3733-Washington-Blvd-63108/home/93701266,0.0282504151329331,-0.3397443998332362,0.0317921427706913,-0.0590818467057598,0.1312918468902797,-0.0601426244123979,-0.0337658526648371,-0.1285180320920931,-0.1954452532616212,-0.0849199362018428,0.0660242400907007,-0.1141715120321485,-0.1108707301768052,-0.1955675569405928,-0.1832960154360057,-0.1116991355572462,0.0361347239510663,0.1421899795822514,-0.0623776492968844,0.063918232556009,-0.0244289442453853,-0.1125217900184959,-0.1826477630239936,-0.0913822554087244,-0.0582452412798468,0.2479964138864541,0.0789393438108499,-0.0003718742502251,0.0036142894014653,-0.0339934091129444,-0.0471097863736484,-0.1075590798882495,-0.0196652222183902,-0.0287820955543618,0.0399500965535459,-0.0462335079487576,-0.1074999922561001,-0.154908711951421,0.0089826456494525,0.1522272345441185,-0.0679151471361518,-0.0641483239876118,0.1022505835330792,0.0193694164009955,0.1302739758348835,0.0784315739424878,-0.0209793329199675,0.0811558825920491,0.1137283849243355,-0.125020293330476,-0.0473252487654374,0.1006278835258637,-0.1877971571765559,0.0743751666719047,0.1952326330919352,-0.0733986766743741,0.0794436625825712,0.115956303042177,0.0914552908256407,0.0022518553214726,0.0330127810096271,-0.1008077268329065,-0.2186313590452457,0.0973976785728889,0.3529394489213788,0.2747731141053542,0.2012053910324382,37.7336895734592,51.34256366864243,307.6795745240492,279.90936841459484,538.038570170482,4875.660635026595,3,Central,216,761,3.9272727272727272,13.836363636363636,307.67957452244593,14,74.0,50.0,64.0,295101193001,605.0,29.7,28472.0,37.0,44.0,0.0,0.0,204.0,0.0,458.0,367.0,0.0,367.0,941.0,202600.0,1938.0,204.0,136.0,0.0,400.0,199.0,0.0,0.0,13.388429752066116,0.0,100.0
3726 Wyoming St,Saint Louis,63116.0,Single Family Residential,June-2-2025,650000,3747.0,False,173.47211102215104,6.0,5.0,1909.0,4095.0,,38.5992622,-90.2462399,https://www.redfin.com/MO/Saint-Louis/3726-Wyoming-St-63116/home/93700097,0.0346414979940699,-0.3096736631647543,0.0706192771014516,-0.0410178067797991,0.1314294968801585,-0.0407368055945012,-0.0938429667550483,-0.1549763189490511,-0.0698856614944529,-0.146245952574563,0.0970818100235778,-0.0706054607417647,-0.1531300887942109,-0.2041999131818218,-0.1898140867085884,0.0089617302451002,0.0316493916903461,0.1779476369983471,0.0244321741369828,0.0488982450542019,-0.0166180672381196,0.0014153116786396,-0.0843126821871544,-0.0100356343180789,-0.0305518317379702,0.3220309409317275,0.0178781513944386,0.0158014739240814,0.012707672430952,-0.0490728967563527,-0.0495572878658972,-0.0870733491624332,-0.067377990696148,-0.0355569871330945,0.1600908009267603,-0.1302736434782898,-0.215547782565295,-0.0886642666757134,0.001640776655816,0.0444529476937998,-0.1497977896347343,-0.1209732519593331,0.1620859156002233,0.0673388227771065,0.155690919030392,0.0901545381362179,3.175274740665791e-05,0.0492894814980475,0.1947445680918782,-0.1481951225185027,0.0034672298881812,0.0054168019708586,-0.2046157863053829,0.0881601295541313,0.2596635840512667,-0.1325589307973446,0.1374470360914787,0.0976441648337751,0.0603456598364259,0.0079037732307235,0.0903780478766707,0.0212425572561411,-0.2174767190517125,0.0142916682789528,0.2954282599882947,0.3143807888681312,0.32366807003003,381.50862370022895,482.3134618467544,1009.658524248244,430.102244842919,358.1366968086604,5549.367249825318,1,South,197,781,3.7884615384615374,15.019230769230768,1009.658524248244,0,82.0,44.0,74.0,295101163011,727.0,37.4,93661.0,229.0,115.0,42.0,0.0,478.0,3.0,450.0,364.0,162.0,202.0,1081.0,345500.0,1938.0,475.0,241.0,0.0,537.0,56.0,32.0,44.505494505494504,53.0949105914718,0.6276150627615062,55.494505494505496
81 Waterman Pl,Saint Louis,63112.0,Single Family Residential,March-22-2024,799900,5723.0,False,139.76935173859863,8.0,5.0,1907.0,14619.0,,38.6493831,-90.2771095,https://www.redfin.com/MO/Saint-Louis/81-Waterman-Pl-63112/home/93724343,-0.0009391524441546,-0.3122186057262662,0.0409034429344342,-0.0048896439544966,0.1129709931435423,-0.0922691850378913,-0.0703521319353445,-0.0907914861522657,-0.0770182000670094,-0.164866369679443,0.0989971383273901,-0.1079331618855344,-0.1865022215596387,-0.1596730439337112,-0.1709525352204461,0.0346907428847465,-0.0436341456996205,0.1723783736903089,-0.0121815206307883,0.0787574595055423,-0.0295039254690225,-0.0125578425861121,-0.0813444080326826,-0.0006071375230843,0.007184302236283,0.2878955371546559,-0.0371365622184478,-0.0208434268168391,0.0311228775552129,-0.0569741178808401,-0.0821670838696387,-0.0868202750045005,-0.088927584108628,0.0136789336210904,0.1194922780354228,-0.1126013380474828,-0.1864206630271855,-0.1345780929345437,0.0129367311406814,0.0220299239640999,-0.1839796318220872,-0.0589032488837242,0.1770510056296505,0.0748590897495444,0.0953634414154617,0.1185146697552474,0.0547633262690154,0.0356021602798302,0.2091473674332012,-0.2007768975240237,-0.0314561289136285,0.0027142573611477,-0.1794378239175127,0.1453920186228117,0.2483783674520998,-0.0851264665243151,0.1215257158375669,0.1321938494222213,0.0549987423648556,0.0317310558902385,0.063975502642215,-0.0671277325780136,-0.180145518803416,-0.0091323742298233,0.544825458859212,0.5126304001201787,0.4640073911902416,351.84077969942297,739.1964023070717,672.7117960205802,208.8762362903992,356.6289157544792,1773.251132152204,3,Central,216,761,3.9272727272727272,13.836363636363636,672.7117960206092,3,57.0,54.0,80.0,295101121002,1497.0,39.3,76429.0,411.0,225.0,129.0,7.0,1010.0,10.0,984.0,830.0,362.0,468.0,1148.0,222900.0,1938.0,972.0,568.0,149.0,815.0,328.0,90.0,43.6144578313253,51.10220440881763,0.9900990099009901,56.3855421686747
5211 Ridge,Saint Louis,63113.0,Single Family Residential,August-19-2025,60000,2432.0,False,24.67105263157895,2.0,5.0,1897.0,7718.0,,38.6630852,-90.2679223,https://www.redfin.com/MO/Saint-Louis/5211-Ridge-Ave-63113/home/93721444,-0.0267197181233382,-0.3290025282155054,0.0449220009592035,0.0115910167847612,0.128276374745649,-0.061949032198935,-0.0611520377613622,-0.0524669826391533,-0.050237851684865,-0.1971536433384764,0.1006185868501122,-0.1463451840586015,-0.1663289302376585,-0.1737539213730559,-0.1361459397826121,0.046363088584611,-0.0702382649288267,0.1568314997822903,-0.0424474183060372,0.0934121772837492,-0.0374483558066764,-0.0352154421884574,-0.083851172581066,0.0083926982089284,0.009458368058041,0.2731921908214919,-0.0277420070073103,-0.0415214016782529,0.0565154270406578,-0.0503142626467917,-0.1059188669944345,-0.0819406222547649,-0.1084060265850757,0.0366338282290255,0.0759989681049637,-0.0768272950562062,-0.1365734063908845,-0.1545146390916423,-0.0033170962215402,0.0360768590850561,-0.1333182182702945,-0.0485557974521982,0.1845778174853788,0.0728455550954015,0.0928019022044567,0.1002075323739368,0.0707631961037341,0.0284340925072248,0.1791514827564419,-0.2068998817043268,-0.0443134301753657,0.0269865106047951,-0.1954609215908407,0.1869877913242416,0.2247796073237332,-0.0526327000151063,0.1179141963120351,0.1213106105469873,0.0480496409280301,0.0788909726504658,0.0213065959986567,-0.0703323738893984,-0.1680984765317987,0.0095032276031873,0.5197224008159166,0.5446384207655941,0.4891922162306251,202.2381477575228,487.58094925177807,933.2933797623976,189.21262183310105,162.93985063625215,4469.945632724897,3,Central,216,761,3.9272727272727272,13.836363636363636,933.2933797623976,2,69.0,42.0,66.0,295101066001,664.0,25.7,38444.0,50.0,0.0,0.0,0.0,289.0,77.0,483.0,243.0,121.0,122.0,1520.0,106400.0,1938.0,212.0,58.0,23.0,15.0,630.0,0.0,49.794238683127574,7.530120481927711,26.643598615916954,50.20576131687243
